瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
156,堡林,2019-06-17 00:00,18.2,,,,1.7,,230,,97,,20.2,17.7,1003.8,,1012.2,,,9,,,,4,0,Ci,,1229,,,17.9,,,,,
156,堡林,2019-06-17 01:00,18.2,,,,1,,230,,97,,20.2,17.7,1003.3,,1011.7,,,9,,,,2,0,,,1285,,,17.2,,,,,
156,堡林,2019-06-17 02:00,17.6,,,,1.7,,250,,98,,19.6,17.2,1003.5,,1012,,,9,,,,7,2,,6,1539,,,17.1,,,,,
156,堡林,2019-06-17 03:00,17.5,,,,.8,,250,,99,,19.7,17.3,1003.8,,1012.3,,,9,,,,9,4,ScCi,10,1186,,,17.2,,,,,
156,堡林,2019-06-17 04:00,17.9,,,,.1,,0,,98,,20,17.5,1004.3,,1012.8,,,9,,,,9,9,Ac,36,1253,,,18.3,,,,,
156,堡林,2019-06-17 05:00,18.2,,,,0,,0,,97,,20.2,17.7,1004.2,,1012.6,,,9,,,,8,0,Ci,,1915,,,18.4,,,,,
156,堡林,2019-06-17 06:00,18,,,,.3,,0,,98,,20.1,17.6,1004.6,,1013,,0,,.08,,,6,0,Ci,,1316,,,18,,,,,
156,堡林,2019-06-17 07:00,18.6,,,,.1,,0,,98,,20.9,18.2,1004.9,,1013.3,,.1,,.45,,,6,0,Ci,,1235,,,19.8,,,,,
156,堡林,2019-06-17 08:00,19.5,,,,1,,250,,95,,21.4,18.6,1005.2,,1013.6,,.3,,.91,,,8,0,Ci,,1021,,,23,,,,,
156,堡林,2019-06-17 09:00,20.2,,,,1.5,,230,,89,,21,18.3,1005.4,,1013.8,,.5,,1.44,,,8,3,ScCi,4,1202,,,27.1,,,,,
156,堡林,2019-06-17 10:00,21.3,,,,1.9,,230,,76,,19.1,16.8,1005.3,,1013.7,,.8,,2.09,,,6,3,ScCi,6,1604,,,32.7,,,,,
156,堡林,2019-06-17 11:00,22.8,,,,1.8,,250,,70,,19.4,17,1005,,1013.3,,.9,,2.67,,,5,2,ScCi,8,1556,,,37.3,,,,,
156,堡林,2019-06-17 12:00,24.4,,,,1.8,,250,,59,,17.9,15.8,1004.8,,1013,,1,,3.01,,,2,2,Sc,8,1782,,,41.6,,,,,
156,堡林,2019-06-17 13:00,25.3,,,,1.8,,250,,51,,16.4,14.4,1004.7,,1013,,1,,3.39,,,4,2,ScCi,8,1977,,,44.5,,,,,
156,堡林,2019-06-17 14:00,26.2,,,,1.5,,230,,53,,17.9,15.8,1004.3,,1012.5,,1,,3.28,,,3,1,ScCi,10,1983,,,45.7,,,,,
156,堡林,2019-06-17 15:00,27.3,,,,1.8,,250,,52,,18.8,16.5,1003.8,,1012,,1,,2.86,,,3,1,ScCi,14,1937,,,45,,,,,
156,堡林,2019-06-17 16:00,27,,,,2.3,,230,,53,,18.8,16.5,1003.2,,1011.4,,1,,2.43,,,1,0,Ci,,1926,,,42.5,,,,,
156,堡林,2019-06-17 17:00,27.2,,,,1.8,,250,,53,,19,16.7,1003.1,,1011.3,,1,,1.84,,,0,0,,,1844,,,38.3,,,,,
156,堡林,2019-06-17 18:00,26,,,,1.8,,250,,58,,19.4,17,1003.1,,1011.3,,1,,1.14,,,3,0,Ci,,1974,,,33.4,,,,,
156,堡林,2019-06-17 19:00,24.4,,,,2.4,,270,,62,,18.9,16.6,1003.4,,1011.6,,.5,,.48,,,5,0,,,1947,,,27.9,,,,,
156,堡林,2019-06-17 20:00,22.9,,,,1.1,,250,,63,,17.5,15.4,1004,,1012.3,,0,,.1,,,7,0,,,2000,,,24.6,,,,,
156,堡林,2019-06-17 21:00,22.2,,,,1,,250,,66,,17.6,15.5,1004.4,,1012.7,,,9,,,,7,0,Ci,,1878,,,22.9,,,,,
156,堡林,2019-06-17 22:00,21.7,,,,.2,,0,,68,,17.6,15.5,1004.7,,1013.1,,,9,,,,8,0,,,1995,,,21.8,,,,,
156,堡林,2019-06-17 23:00,20.9,,,,1.2,,250,,71,,17.5,15.4,1005,,1013.4,,,9,,,,8,0,,,2000,,,21,,,,,
156,堡林,2019-06-18 00:00,20.6,,,,.8,,180,,76,,18.4,16.2,1004.6,,1013,,,9,,,,8,0,Ci,,1656,,,20.4,,,,,
156,堡林,2019-06-18 01:00,20,,,,1.8,,230,,83,,19.4,17,1004.3,,1012.7,,,9,,,,6,0,,,1789,,,19.9,,,,,
156,堡林,2019-06-18 02:00,19.6,,,,1.8,,230,,87,,19.7,17.3,1004.3,,1012.7,,,9,,,,8,0,,,1495,,,19.3,,,,,
156,堡林,2019-06-18 03:00,19.7,,,,1.7,,200,,85,,19.5,17.1,1004.3,,1012.7,,,9,,,,9,9,Ac,43,1774,,,19.8,,,,,
156,堡林,2019-06-18 04:00,19.5,,,,.5,,180,,80,,18.1,15.9,1004,,1012.4,,,9,,,,9,9,Ac,37,2000,,,19.2,,,,,
156,堡林,2019-06-18 05:00,19.7,,,,.5,,200,,72,,16.5,14.5,1003.9,,1012.3,,,9,,,,9,9,Ac,36,2000,,,19,,,,,
156,堡林,2019-06-18 06:00,19.7,,,,.6,,160,,71,,16.2,14.2,1004.1,,1012.5,,0,,.07,,,10,7,ScAs,5,2000,,,19.5,,,,,
156,堡林,2019-06-18 07:00,19.9,,,,.1,,0,,74,,17.2,15.1,1004,,1012.4,,0,,.24,,,10,1,ScAs,10,2000,,,20.8,,,,,
156,堡林,2019-06-18 08:00,20.7,,,,.2,,0,,81,,19.7,17.3,1004.3,,1012.7,,0,,.43,,,10,1,ScAs,10,1587,,,22.3,,,,,
156,堡林,2019-06-18 09:00,21.1,,,,.4,,0,,76,,18.9,16.6,1004.4,,1012.8,,0,,.62,,,10,7,ScAs,7,1403,,,24.3,,,,,
156,堡林,2019-06-18 10:00,22,,,,1.1,,230,,79,,20.8,18.1,1004.7,,1013,,0,,.71,,,10,7,ScAs,6,1370,,,26.1,,,,,
156,堡林,2019-06-18 11:00,22.2,,,,1.1,,250,,81,,21.6,18.7,1004.3,,1012.6,,0,,.94,,,10,8,ScAs,7,1097,,,28,,,,,
156,堡林,2019-06-18 12:00,22.9,,,,.7,,290,,77,,21.4,18.6,1004.1,,1012.4,,.1,,1.56,,,10,8,ScAs,7,1095,,,32.2,,,,,
156,堡林,2019-06-18 13:00,24.1,,,,1.7,,230,,70,,20.9,18.2,1003.5,,1011.7,,.1,,1.71,,,9,9,Sc,10,1005,,,36.2,,,,,
156,堡林,2019-06-18 14:00,25,,,,2,,230,,70,,22.1,19.1,1003.1,,1011.4,,.3,,2.3,,,10,2,ScAs,8,1221,,,38,,,,,
156,堡林,2019-06-18 15:00,25.8,,,,2.1,,250,,64,,21.2,18.4,1002.2,,1010.4,,.8,,2.67,,,7,3,ScCi,10,1564,,,42.4,,,,,
156,堡林,2019-06-18 16:00,26,,,,1.5,,290,,59,,19.7,17.3,1001.5,,1009.7,,1,,2.38,,,6,3,ScCi,11,1251,,,40.9,,,,,
156,堡林,2019-06-18 17:00,26.1,,,,1.7,,200,,63,,21.2,18.4,1000.8,,1009,,1,,1.79,,,6,3,ScCi,11,1046,,,37.6,,,,,
156,堡林,2019-06-18 18:00,25.3,,,,1.8,,230,,61,,19.6,17.2,1000.4,,1008.6,,.9,,1.04,,,4,2,ScCi,11,1015,,,32.6,,,,,
156,堡林,2019-06-18 19:00,25,,,,.7,,250,,60,,18.9,16.6,1000.7,,1008.9,,.4,,.47,,,3,1,,,1199,,,27.6,,,,,
156,堡林,2019-06-18 20:00,23.4,,,,2.7,,250,,76,,21.8,18.9,1001.2,,1009.4,,0,,.11,,,3,3,,12,737,,19,24.4,,,,,
156,堡林,2019-06-18 21:00,22.4,,,,1.6,,230,,82,,22.1,19.1,1001.6,,1009.9,,,9,,,,8,3,AcCi,46,963,,19,23.3,,,,,
156,堡林,2019-06-18 22:00,22.2,,,,1.1,,250,,86,,22.9,19.7,1002.3,,1010.6,,,9,,,,5,5,,7,849,,19,23.4,,,,,
156,堡林,2019-06-18 23:00,21.6,,,,1.3,,250,,89,,22.9,19.7,1002.4,,1010.7,,,9,,,,7,4,,6,839,,19,22.9,,,,,
156,堡林,2019-06-19 00:00,21.4,,,,1.3,,250,,88,,22.4,19.3,1001.5,,1009.8,,,9,,,,7,7,Sc,,929,,19,22.3,,,,,
156,堡林,2019-06-19 01:00,21.2,,,,.1,,0,,90,,22.5,19.4,1000.8,,1009.1,,,9,,,,6,6,,6,715,,19,22.1,,,,,
156,堡林,2019-06-19 02:00,21,,,,.5,,250,,90,,22.2,19.2,1000.3,,1008.6,,,9,,,,7,7,,6,828,,19,22.1,,,,,
156,堡林,2019-06-19 03:00,20.9,,,,.2,,0,,92,,22.7,19.5,1000.3,,1008.7,,,9,,,,7,7,Sc,6,668,,19,21.9,,,,,
156,堡林,2019-06-19 04:00,20.5,,,,.7,,230,,95,,22.8,19.6,1000.2,,1008.6,,,9,,,,7,7,Sc,9,569,,19,21.3,,,,,
156,堡林,2019-06-19 05:00,19.9,,,,.4,,0,,97,,22.5,19.4,999.8,,1008.2,,,9,,,,9,6,ScCi,4,482,,19,19.6,,,,,
156,堡林,2019-06-19 06:00,20.2,,,,1.4,,20,,98,,23.1,19.8,1000,,1008.4,,0,,.09,,,7,4,ScCi,4,398,,19,20.4,,,,,
156,堡林,2019-06-19 07:00,20.6,,,,1.3,,50,,97,,23.5,20.1,1000,,1008.4,,0,,.42,,,4,4,Sc,10,514,,19,21.9,,,,,
156,堡林,2019-06-19 08:00,21.3,,,,2.3,,50,,86,,21.7,18.8,1000.3,,1008.6,,.4,,.87,,,6,6,Sc,7,757,,19,24.9,,,,,
156,堡林,2019-06-19 09:00,22.4,,,,2.8,,50,,80,,21.6,18.7,999.8,,1008.1,,.2,,1.2,,,7,2,ScAc,8,775,,19,29.8,,,,,
156,堡林,2019-06-19 10:00,23.7,,,,2.9,,50,,75,,21.8,18.9,999.6,,1007.8,,1,,2.37,,,8,1,ScAc,9,924,,19,35.3,,,,,
156,堡林,2019-06-19 11:00,24.8,,,,3.2,,50,,70,,21.8,18.9,999.2,,1007.4,,.3,,2.03,,,8,3,ScAc,9,1024,,19,38.9,,,,,
156,堡林,2019-06-19 12:00,25.2,,,,3.1,,50,,64,,20.4,17.8,998.8,,1007,,.8,,3.02,,,8,3,ScAc,9,1028,,,44.4,,,,,
156,堡林,2019-06-19 13:00,26.8,,,,1.5,,20,,61,,21.4,18.6,998.4,,1006.6,,1,,3.39,,,4,0,Ci,,1092,,,47.8,,,,,
156,堡林,2019-06-19 14:00,27,,,,1.9,,20,,57,,20.2,17.7,998.1,,1006.2,,.9,,3.06,,,6,4,ScCi,12,1249,,,46.8,,,,,
156,堡林,2019-06-19 15:00,28.1,,,,2,,20,,55,,20.9,18.2,997.8,,1005.9,,.8,,2.68,,,5,5,Sc,13,1190,,,47.7,,,,,
156,堡林,2019-06-19 16:00,28.6,,,,1.2,,320,,55,,21.4,18.6,997.5,,1005.6,,.9,,2.04,,,7,3,ScAc,13,1133,,,41.9,,,,,
156,堡林,2019-06-19 17:00,27.8,,,,2.2,,290,,57,,21.2,18.4,997.2,,1005.3,,.8,,1.64,,,7,3,ScCi,13,938,,40,39.2,,,,,
156,堡林,2019-06-19 18:00,26.9,,,,1.6,,290,,61,,21.6,18.7,997.2,,1005.3,,1,,1.07,,,3,1,ScCi,12,965,,40,33.8,,,,,
156,堡林,2019-06-19 19:00,25.6,,,,1.2,,340,,68,,22.2,19.2,997.8,,1006,,.3,,.5,,,3,2,,14,1055,,40,29.1,,,,,
156,堡林,2019-06-19 20:00,24.2,,,,.9,,320,,73,,22,19,998.1,,1006.3,,0,,.11,,,1,1,,13,958,,19,25.6,,,,,
156,堡林,2019-06-19 21:00,23,,,,.8,,360,,78,,21.8,18.9,998.4,,1006.6,,,9,,,,0,0,,,980,,19,23.8,,,,,
156,堡林,2019-06-19 22:00,22.4,,,,1.1,,290,,81,,21.8,18.9,999,,1007.3,,,9,,,,1,0,,,985,,19,22.7,,,,,
156,堡林,2019-06-19 23:00,21.7,,,,1,,290,,83,,21.4,18.6,999.7,,1008,,,9,,,,3,0,,,914,,19,21.8,,,,,
156,堡林,2019-06-20 00:00,21,,,,1.2,,70,,86,,21.3,18.5,999.5,,1007.8,,,9,,,,3,0,Ci,,823,,19,20.9,,,,,
156,堡林,2019-06-20 01:00,20.5,,,,.8,,20,,88,,21.2,18.4,999.3,,1007.7,,,9,,,,4,0,,,789,,19,20.2,,,,,
156,堡林,2019-06-20 02:00,20,,,,.3,,0,,87,,20.2,17.7,999.3,,1007.7,,,9,,,,4,0,,,897,,19,19.5,,,,,
156,堡林,2019-06-20 03:00,19.8,,,,1,,20,,88,,20.2,17.7,999.3,,1007.6,,,9,,,,3,0,Ci,,988,,19,18.9,,,,,
156,堡林,2019-06-20 04:00,19.3,,,,.7,,20,,91,,20.2,17.7,999.2,,1007.5,,,9,,,,0,0,,,868,,19,18.4,,,,,
156,堡林,2019-06-20 05:00,18.8,,,,.4,,0,,95,,20.5,17.9,999.8,,1008.2,,,9,,,,1,0,Ci,,736,,19,18,,,,,
156,堡林,2019-06-20 06:00,18.6,,,,.2,,0,,97,,20.8,18.1,999.5,,1007.9,,.1,,.1,,,3,0,Ci,,739,,19,18.1,,,,,
156,堡林,2019-06-20 07:00,19.5,,,,.1,,0,,93,,21,18.3,999.7,,1008,,1,,.49,,,2,0,Ci,,752,,19,19.6,,,,,
156,堡林,2019-06-20 08:00,21.4,,,,1.4,,70,,83,,21,18.3,999.9,,1008.2,,1,,1.17,,,0,0,,,934,,19,25.2,,,,,
156,堡林,2019-06-20 09:00,22.6,,,,.7,,250,,72,,19.6,17.2,1000,,1008.3,,1,,1.94,,,1,0,Ci,,1145,,19,32.4,,,,,
156,堡林,2019-06-20 10:00,24.8,,,,.6,,270,,62,,19.4,17,999.4,,1007.6,,1,,2.61,,,2,0,Ci,,1614,,,40,,,,,
156,堡林,2019-06-20 11:00,26.4,,,,.7,,360,,59,,20.2,17.7,999.2,,1007.4,,1,,3.09,,,3,0,Ci,,1745,,,45.9,,,,,
156,堡林,2019-06-20 12:00,27.4,,,,2,,230,,55,,20,17.5,998.9,,1007,,1,,3.14,,,7,0,Ci,,1144,,,48.4,,,,,
156,堡林,2019-06-20 13:00,28.4,,,,2.4,,230,,55,,21.2,18.4,998.6,,1006.7,,1,,3.52,,,5,0,Ci,,1605,,,51.8,,,,,
156,堡林,2019-06-20 14:00,28.6,,,,2.1,,230,,53,,20.6,18,997.8,,1005.9,,1,,3.24,,,7,0,Ci,,1783,,,50,,,,,
156,堡林,2019-06-20 15:00,28.2,,,,1.9,,230,,59,,22.5,19.4,997.6,,1005.7,,.7,,2.02,,,10,5,ScAs,13,1573,,,41,,,,,
156,堡林,2019-06-20 16:00,27.3,,,,3.4,,250,,67,,24.3,20.6,997.6,,1005.7,,0,,1.2,,,10,5,ScAs,11,1454,,,37.6,,,,,
156,堡林,2019-06-20 17:00,27.2,,,,3.2,,250,,58,,20.9,18.2,997.7,,1005.8,,.1,,1.01,,,10,4,ScAs,12,1762,,,36.6,,,,,
156,堡林,2019-06-20 18:00,26.4,,,,1.7,,250,,65,,22.2,19.2,997.7,,1005.9,,.5,,.86,,,8,0,Ci,,1539,,,33.8,,,,,
156,堡林,2019-06-20 19:00,25.4,,,,2.2,,250,,70,,22.7,19.5,998.2,,1006.4,,0,,.46,,,8,1,,74,1498,,,28.5,,,,,
156,堡林,2019-06-20 20:00,24,,,,1.3,,250,,74,,22,19,998.9,,1007.1,,0,,.12,,,5,2,,69,1570,,,25.3,,,,,
156,堡林,2019-06-20 21:00,23.3,,,,1.5,,250,,79,,22.5,19.4,999.5,,1007.7,,,9,,,,7,0,Ci,,1462,,,23.8,,,,,
156,堡林,2019-06-20 22:00,23,,,,1.2,,250,,79,,22.1,19.1,999.7,,1007.9,,,9,,,,9,9,,65,1283,,,23.3,,,,,
156,堡林,2019-06-20 23:00,22.4,,,,.5,,270,,84,,22.7,19.5,999.7,,1008,,,9,,,,8,6,,64,906,,19,22.5,,,,,
156,堡林,2019-06-21 00:00,21.8,,,,1.5,,230,,86,,22.4,19.3,999.2,,1007.5,,,9,,,,4,0,,,885,,19,22.1,,,,,
156,堡林,2019-06-21 01:00,20.9,,,,.4,,0,,86,,21.2,18.4,998.7,,1007,,,9,,,,5,1,,,1024,,19,20.7,,,,,
156,堡林,2019-06-21 02:00,20.2,,,,.1,,0,,89,,21,18.3,998.4,,1006.8,,,9,,,,6,4,,63,1047,,,20,,,,,
156,堡林,2019-06-21 03:00,20.4,,,,.2,,0,,88,,21,18.3,998.3,,1006.7,,,9,,,,9,0,Ci,,1012,,,20.2,,,,,
156,堡林,2019-06-21 04:00,19.9,,,,.8,,290,,92,,21.3,18.5,998.4,,1006.8,,,9,,,,5,0,Ci,,773,,19,19.2,,,,,
156,堡林,2019-06-21 05:00,19.3,,,,0,,0,,98,,21.8,18.9,998.4,,1006.7,,,9,,,,8,0,Ci,,604,,19,18.6,,,,,
156,堡林,2019-06-21 06:00,19.4,,,,.9,,20,,98,,22,19,998.5,,1006.8,,0,,.08,,,7,4,AcCi,35,574,,19,19.1,,,,,
156,堡林,2019-06-21 07:00,20.3,,,,1.4,,50,,96,,22.8,19.6,998.2,,1006.6,,.9,,.55,,,6,0,Ci,,715,,19,20.8,,,,,
156,堡林,2019-06-21 08:00,21.8,,,,1.2,,50,,83,,21.6,18.7,998.3,,1006.6,,1,,1.24,,,2,0,Ci,,934,,19,26.3,,,,,
156,堡林,2019-06-21 09:00,23.5,,,,1,,110,,77,,22.2,19.2,997.8,,1006,,1,,1.92,,,0,0,,,1096,,19,33.5,,,,,
156,堡林,2019-06-21 10:00,24.7,,,,.9,,20,,72,,22.4,19.3,997.6,,1005.8,,1,,2.57,,,0,0,,,1142,,,40.3,,,,,
156,堡林,2019-06-21 11:00,25.7,,,,1.2,,290,,59,,19.4,17,997.4,,1005.6,,1,,3.1,,,2,0,Ci,,1787,,,46.3,,,,,
156,堡林,2019-06-21 12:00,28.2,,,,1.9,,230,,54,,20.6,18,996.9,,1005,,1,,3.4,,,2,0,Ci,,1840,,,50.9,,,,,
156,堡林,2019-06-21 13:00,28.3,,,,1.9,,250,,53,,20.2,17.7,996.4,,1004.5,,1,,3.53,,,5,0,Ci,,1726,,,51.1,,,,,
156,堡林,2019-06-21 14:00,28.4,,,,1.9,,270,,55,,21.2,18.4,995.9,,1004,,1,,2.64,,,4,0,Ci,,1757,,,48.1,,,,,
156,堡林,2019-06-21 15:00,29,,,,3,,250,,56,,22.4,19.3,995.8,,1003.9,,1,,3.06,,,5,5,Sc,10,1560,,,51,,,,,
156,堡林,2019-06-21 16:00,28.4,,,,1.8,,320,,58,,22.4,19.3,995.5,,1003.6,,1,,2.7,,,2,2,Sc,10,1724,,,46.6,,,,,
156,堡林,2019-06-21 17:00,27.5,,,,2.3,,320,,58,,21.2,18.4,995.5,,1003.6,,1,,1.97,,,3,0,Ci,,1563,,,41.7,,,,,
156,堡林,2019-06-21 18:00,27.4,,,,1.7,,270,,60,,21.8,18.9,995.7,,1003.8,,1,,1.3,,,0,0,,,1824,,,36.5,,,,,
156,堡林,2019-06-21 19:00,25,,,,1.6,,270,,67,,21.2,18.4,996.2,,1004.4,,.6,,.56,,,1,0,,,1565,,,29.4,,,,,
156,堡林,2019-06-21 20:00,23.1,,,,1.6,,270,,74,,20.9,18.2,996.6,,1004.8,,.3,,.14,,,2,0,,,1303,,,25.4,,,,,
156,堡林,2019-06-21 21:00,21.7,,,,1.2,,270,,78,,20.1,17.6,997.4,,1005.7,,,9,,,,0,0,,,1276,,,23.2,,,,,
156,堡林,2019-06-21 22:00,20.7,,,,.6,,270,,85,,20.6,18,997.9,,1006.2,,,9,,,,1,0,,,1148,,,21.8,,,,,
156,堡林,2019-06-21 23:00,20.1,,,,.3,,0,,88,,20.6,18,998.2,,1006.6,,,9,,,,0,0,,,1048,,,20.9,,,,,
156,堡林,2019-06-22 00:00,20.2,,,,.9,,20,,89,,21,18.3,998,,1006.4,,,9,,,,0,0,,,935,,19,20.2,,,,,
156,堡林,2019-06-22 01:00,19.9,,,,.6,,50,,89,,20.6,18,997.6,,1006,,,9,,,,0,0,,,946,,19,19.6,,,,,
156,堡林,2019-06-22 02:00,19.5,,,,1.2,,70,,91,,20.5,17.9,997.5,,1005.8,,,9,,,,1,0,,,898,,19,19.1,,,,,
156,堡林,2019-06-22 03:00,19.2,,,,1,,70,,92,,20.4,17.8,997.1,,1005.4,,,9,,,,0,0,,,853,,19,18.7,,,,,
156,堡林,2019-06-22 04:00,19.3,,,,1,,250,,96,,21.4,18.6,997.4,,1005.7,,,9,,,,4,4,Sc,8,684,,19,19.3,,,,,
156,堡林,2019-06-22 05:00,19,,,,.4,,0,,96,,21,18.3,997.8,,1006.1,,,9,,,,8,8,Sc,10,604,,19,19.5,,,,,
156,堡林,2019-06-22 06:00,19.1,,,,.4,,0,,97,,21.4,18.6,998,,1006.3,,0,,.09,,,6,6,Sc,7,666,,19,18.9,,,,,
156,堡林,2019-06-22 07:00,19.7,,,,.5,,250,,97,,22.2,19.2,998.4,,1006.7,,0,,.39,,,4,4,Sc,11,597,,19,21.3,,,,,
156,堡林,2019-06-22 08:00,20.9,,,,.7,,230,,88,,21.7,18.8,998.6,,1006.9,,1,,1.06,,,6,6,Sc,10,596,,19,26.4,,,,,
156,堡林,2019-06-22 09:00,22.5,,,,.5,,230,,81,,22,19,998.5,,1006.8,,.6,,1.53,,,6,3,ScAc,10,663,,19,31.6,,,,,
156,堡林,2019-06-22 10:00,22.9,,,,1.2,,250,,80,,22.2,19.2,998.5,,1006.7,,.2,,1.21,,,8,4,ScAc,10,904,,19,30,,,,,
156,堡林,2019-06-22 11:00,24.3,,,,1.1,,70,,69,,20.9,18.2,998.2,,1006.4,,.5,,2.1,,,7,7,Sc,10,976,,19,42.8,,,,,
156,堡林,2019-06-22 12:00,25.3,,,,1,,290,,65,,20.9,18.2,998,,1006.2,,.4,,2.09,,,9,9,Sc,10,965,,19,38.4,,,,,
156,堡林,2019-06-22 13:00,26.3,,,,1.7,,230,,60,,20.5,17.9,997.4,,1005.6,,.8,,3.03,,,7,7,Sc,10,1049,,19,46.3,,,,,
156,堡林,2019-06-22 14:00,26.5,,,,2,,230,,61,,21,18.3,996.8,,1005,,.1,,1.28,,,8,8,Sc,10,1180,,,37.6,,,,,
156,堡林,2019-06-22 15:00,26.4,,,,4.1,,200,,62,,21.3,18.5,996.5,,1004.7,,.4,,1.85,,,6,6,Sc,10,1064,,,38.2,,,,,
156,堡林,2019-06-22 16:00,25.9,,0,,2.9,,270,,66,,22,19,996.6,,1004.8,,.2,,1.08,,,9,9,Cu,8,1041,,04,33,,,,,
156,堡林,2019-06-22 17:00,21.7,,.8,,1.4,,270,,98,,25.3,21.3,997.1,,1005.4,,0,,.4,,,8,8,Sc,10,406,,1904,26,,,,,
156,堡林,2019-06-22 18:00,22.2,,,9,.7,,270,,92,,24.6,20.8,997.5,,1005.8,,0,,.39,,,9,9,Sc,10,529,,19,24.6,,,,,
156,堡林,2019-06-22 19:00,22.4,,,9,.6,,340,,90,,24.3,20.6,998.2,,1006.5,,0,,.16,,,6,6,,5,537,,19,23.7,,,,,
156,堡林,2019-06-22 20:00,21.8,,,9,1.1,,290,,89,,23.1,19.8,998.6,,1006.9,,0,,.07,,,,,,,486,,19,22.6,,,,,
156,堡林,2019-06-22 21:00,21.6,,,9,1.3,,250,,91,,23.4,20,999,,1007.3,,,9,,,,10,3,ScAs,10,434,,19,22.2,,,,,
156,堡林,2019-06-22 22:00,21.2,,,9,1.9,,250,,91,,22.8,19.6,999.6,,1007.9,,,9,,,,9,7,,14,466,,19,21.7,,,,,
156,堡林,2019-06-22 23:00,21,,,9,2.5,,230,,93,,23.1,19.8,999.5,,1007.8,,,9,,,,6,6,,5,504,,19,21.5,,,,,
156,堡林,2019-06-23 00:00,20.7,,,9,2.1,,230,,95,,23.1,19.8,999.2,,1007.6,,,9,,,,10,6,ScAs,10,472,,19,21.3,,,,,
156,堡林,2019-06-23 01:00,20.5,,,,2,,250,,96,,23.1,19.8,998.9,,1007.3,,,9,,,,8,8,,4,469,,19,20.7,,,,,
156,堡林,2019-06-23 02:00,20.3,,,,1.8,,250,,95,,22.5,19.4,998.9,,1007.3,,,9,,,,8,8,,5,497,,19,20.9,,,,,
156,堡林,2019-06-23 03:00,20.3,,,,1.1,,250,,95,,22.5,19.4,998.6,,1007,,,9,,,,8,8,Sc,12,453,,19,20.9,,,,,
156,堡林,2019-06-23 04:00,20.2,,,,1.6,,250,,95,,22.4,19.3,998.9,,1007.3,,,9,,,,8,8,Sc,10,456,,19,20.7,,,,,
156,堡林,2019-06-23 05:00,20,,,,.5,,270,,97,,22.7,19.5,999.2,,1007.6,,,9,,,,10,6,ScAs,10,414,,19,20.7,,,,,
156,堡林,2019-06-23 06:00,19.9,,,,.7,,250,,97,,22.5,19.4,999.5,,1007.9,,0,,.06,,,10,7,ScAs,10,386,,19,20.6,,,,,
156,堡林,2019-06-23 07:00,20.3,,,,.2,,0,,97,,23.1,19.8,999.7,,1008.1,,0,,.21,,,10,7,ScAs,10,392,,19,21.6,,,,,
156,堡林,2019-06-23 08:00,21.2,,,,1,,290,,93,,23.4,20,999.9,,1008.2,,0,,.62,,,7,7,Sc,5,436,,19,24.8,,,,,
156,堡林,2019-06-23 09:00,21.9,,,,1.1,,230,,87,,22.8,19.6,999.9,,1008.2,,.1,,.84,,,6,6,Sc,4,464,,19,27.3,,,,,
156,堡林,2019-06-23 10:00,22.9,,,,.5,,200,,82,,22.8,19.6,999.8,,1008.1,,.1,,1.18,,,7,7,Sc,8,578,,19,30.6,,,,,
156,堡林,2019-06-23 11:00,24.4,,,,1.3,,270,,69,,21,18.3,999.5,,1007.7,,.7,,2.36,,,6,6,Sc,9,1015,,19,36.5,,,,,
156,堡林,2019-06-23 12:00,26.1,,,,1,,360,,55,,18.5,16.3,999.4,,1007.6,,.9,,2.93,,,6,6,Sc,14,1470,,,46,,,,,
156,堡林,2019-06-23 13:00,26.5,,,,1.5,,50,,50,,17.3,15.2,999.2,,1007.4,,.9,,3.18,,,6,6,Sc,14,1715,,,44.2,,,,,
156,堡林,2019-06-23 14:00,27.1,,,,1.6,,270,,47,,16.8,14.8,998.8,,1006.9,,.8,,3.19,,,7,7,Sc,15,1671,,,47.5,,,,,
156,堡林,2019-06-23 15:00,29.4,,,,2.2,,20,,44,,17.9,15.8,998.4,,1006.5,,.7,,2.49,,,6,6,Sc,10,1975,,,50,,,,,
156,堡林,2019-06-23 16:00,29.1,,,,1.5,,20,,41,,16.4,14.4,998.2,,1006.3,,.7,,2.02,,,5,5,Sc,10,2000,,,45.5,,,,,
156,堡林,2019-06-23 17:00,28.3,,,,2.8,,20,,43,,16.5,14.5,998.5,,1006.6,,.9,,1.96,,,6,6,Sc,19,2000,,,41.2,,,,,
